Start	Stop	Strand	Evidence_code	GeneName,GeneID,Contig
97454322	97463384	-	mRNA identical N	LOC100288569,100288569,NT_022171.15
97481991	97501121	+	best	CNNM3,26505,NT_022171.15
97503651	97509758	-	best	ANKRD23,200539,NT_022171.15
97513722	97523756	-	best	ANKRD39,51239,NT_022171.15
97525473	97535735	-	best	SEMA4C,54910,NT_022171.15
97541619	97652301	-	best	FAM178B,51252,NT_022171.15
97691512	97699368	-	mRNA  	LOC643445,643445,NT_022171.15
97746819	97749209	+	mRNA identical N	LOC653924,653924,NT_022171.15
97749323	97760582	-	best	FAHD2B,151313,NT_022171.15
97779326	97915981	+	mRNA identical N	ANKRD36,375248,NT_022171.15
98000700	98001604	-	protein  	IGKV2OR2-7,652873,NT_022171.15
98021380	98021916	+	best	UBE3AP1,7338,NT_022171.15
98121261	98206329	-	best	ANKRD36B,57730,NT_022171.15
98253048	98255087	-	protein identical N	UBTFL6,643615,NT_022171.15
98262521	98264657	+	best	COX5B,1329,NT_022171.15
98272402	98280561	-	best	ACTR1B,10120,NT_022171.15
98280404	98319529	+	mRNA  	LOC728537,728537,NT_022171.15
98280755	98281433	-	best	RNU4P2,6070,NT_022171.15
98321579	98329836	+	mRNA identical N	LOC100287998,100287998,NT_022171.15
98330031	98356323	+	best	ZAP70,7535,NT_022171.15
98372799	98612354	-	best	TMEM131,23505,NT_022171.15
98443673	98444813	+	best	LOC728851,728851,NT_022171.15
98703595	98929410	+	best	VWA3B,200403,NT_022171.15
98962618	99015064	+	best	CNGA3,1261,NT_022171.15
99061321	99207496	+	best	INPP4A,3631,NT_022171.15
99215865	99224955	-	best	C2orf64,493753,NT_022171.15
99225042	99234978	+	best	UNC50,25972,NT_022171.15
99235569	99347589	-	best	MGAT4A,11320,NT_022171.15
99310566	99311956	+	protein  	LOC100130391,100130391,NT_022171.15
99410309	99552684	-	best	C2orf55,343990,NT_022171.15
99457042	99457297	-	best	RNU7-46P,100147833,NT_022171.15
99613724	99771187	-	best	TSGA10,80705,NT_022171.15
99718442	99719564	+	best	LOC550644,550644,NT_022171.15
99758185	99767950	+	best	C2orf15,150590,NT_022171.15
99771418	99779620	+	best	LIPT1,51601,NT_022171.15
99785726	99797492	-	best	MITD1,129531,NT_022171.15
99797578	99814089	+	best	MRPL30,51263,NT_022171.15
99858709	99871570	-	best	LYG2,254773,NT_022171.15
99900701	99917639	-	best	LYG1,129530,NT_022171.15
99935487	99952860	-	best	TXNDC9,10190,NT_022171.15
99953834	100016728	+	best	EIF5B,9669,NT_022171.15
100016938	100106480	-	best	REV1,51455,NT_022171.15
100163715	100759037	-	best	AFF3,3899,NT_022171.15
100824716	100867946	+	mRNA  	LOC150577,150577,NT_022171.15
100889753	100939195	-	best	LONRF2,164832,NT_022171.15
100986291	100987013	-	best	CYCSP7,164837,NT_022171.15
101008322	101034091	-	best	CHST10,9486,NT_022171.15
101010785	101035069	+	mRNA identical N	LOC100288057,100288057,NT_022171.15
101015582	101017024	+	mRNA identical N	LOC100289659,100289659,NT_022171.15
101041150	101043126	+	protein  	LOC129522,129522,NT_022171.15
101086944	101099742	+	best	NMS,129521,NT_022171.15
101125739	101126694	+	best	LOC643896,643896,NT_022171.15
101179418	101193201	+	best	PDCL3,79031,NT_022171.15
101207515	101207786	-	protein  	LOC100131946,100131946,NT_022171.15
101247126	101280630	+	protein  	LOC100131574,100131574,NT_022171.15
101436613	101613287	+	best	NPAS2,4862,NT_022171.15
101618691	101636155	+	best	RPL31,6160,NT_022171.15
101623690	101767846	-	best	TBC1D8,11138,NT_022171.15
101869345	101886778	+	best	C2orf29,55571,NT_022171.15
101889398	101889511	-	best	SNORD89,692205,NT_022171.15
101890563	101891122	-	protein identical N	LOC100288163,100288163,NT_022171.15
101892553	101925152	-	best	RNF149,284996,NT_022171.15
101964816	102003965	-	best	CREG2,200407,NT_022171.15
102013823	102091165	-	best	LOC731220,731220,NT_022171.15
102125983	102126805	-	best	RPS6P3,644013,NT_022171.15
102314488	102511152	+	best	MAP4K4,9448,NT_022171.15
102608306	102644885	+	best	IL1R2,7850,NT_022171.15
102737460	102739005	+	mRNA  	LOC100131131,100131131,NT_022171.15
102770402	102796334	+	best	IL1R1,3554,NT_022171.15
102803433	102855811	+	best	IL1RL2,8808,NT_022171.15
102866227	102866715	-	protein  	LOC100129822,100129822,NT_022171.15
102927962	102968497	+	best	IL1RL1,9173,NT_022171.15
102979097	103015218	+	best	IL18R1,8809,NT_022171.15
103035254	103069025	+	best	IL18RAP,8807,NT_022171.15
103089762	103150431	+	best	SLC9A4,389015,NT_022171.15
103236166	103327809	+	best	SLC9A2,6549,NT_022171.15
103333666	103353337	-	best	MFSD9,84804,NT_022171.15
103378490	103434138	+	best	TMEM182,130827,NT_022171.15
104110699	104112825	+	best	LOC728815,728815,NT_022171.15
104240034	104240321	+	protein identical N	LOC644265,644265,NT_022171.15
104995539	104996105	-	protein identical N	LOC100287010,100287010,NT_022171.15
105011458	105012738	-	protein  	LOC402093,402093,NT_022171.15
105050805	105129215	+	best	LOC150568,150568,NT_022171.15
105294690	105295133	+	best	RPL23AP27,100271456,NT_022171.15
105363096	105365828	+	mRNA identical N	LOC100287073,100287073,NT_022171.15
105387741	105388347	+	protein  	LOC644442,644442,NT_022171.15
105471969	105473471	+	best	POU3F3,5455,NT_022171.15
105486304	105489129	-	mRNA identical N	LOC100128131,100128131,NT_022171.15
105654483	105716418	+	best	MRPS9,64965,NT_022171.15
105858200	105859924	+	best	GPR45,11250,NT_022171.15
105880817	105883455	-	mRNA identical N	LOC100288263,100288263,NT_022171.15
105883529	105946148	-	best	TGFBRAP1,9392,NT_022171.15
105912844	105924776	+	mRNA identical N	LOC100287152,100287152,NT_022171.15
105954013	105961984	+	best	C2orf49,79074,NT_022171.15
105977283	106055230	-	best	FHL2,2274,NT_022171.15
106432885	106510728	+	best	NCK2,8440,NT_022171.15
106682113	106694611	+	best	C2orf40,84417,NT_022171.15
106709759	106810795	-	best	UXS1,80146,NT_022171.15
106863827	106864199	+	best	RPL22P10,100128408,NT_022171.15
106869675	106870172	-	protein  	LOC100131114,100131114,NT_022171.15
106905200	106905556	-	best	RPS21P2,100132961,NT_022171.15
106921211	106921660	+	best	RPL27AP4,100271299,NT_022171.15
106961022	106998052	+	protein  	LOC402096,402096,NT_022171.15
107002769	107007851	+	best	PLGLA,285189,NT_022171.15
107021136	107084801	-	best	RGPD3,653489,NT_022171.15
107103833	107124137	+	best	CD8BP,927,NT_022171.15
107313494	107315132	-	mRNA  	LOC644604,644604,NT_022171.15
107418056	107503563	-	best	ST6GAL2,84620,NT_022171.15
107557336	107610393	-	mRNA  	LOC649489,649489,NT_022171.15
108439520	108443225	-	best	LOC729121,729121,NT_022171.15
108443388	108509000	+	best	RGPD4,285190,NT_022171.15
108531366	108531751	+	best	RPL22P8,100270957,NT_022171.15
108537063	108537704	-	protein  	LOC100128964,100128964,NT_022171.15
108602995	108630439	+	best	SLC5A7,60482,NT_022171.15
108863651	108881807	+	best	SULT1C3,442038,NT_022171.15
108893269	108894435	+	protein  	LOC100131624,100131624,NT_022171.15
108905095	108926371	+	best	SULT1C2,6819,NT_022171.15
108994421	109004270	+	best	SULT1C4,27233,NT_022171.15
109035637	109040345	+	protein  	LOC100288503,100288503,NT_022171.15
109065636	109125854	+	best	GCC2,9648,NT_022171.15
109204767	109300889	+	best	LIMS1,3987,NT_022171.15
109311203	109320902	-	protein  	LOC100288532,100288532,NT_022171.15
109328692	109329412	-	best	RPL10P5,644911,NT_022171.15
109335937	109402267	+	best	RANBP2,5903,NT_022171.15
109403219	109492847	+	best	CCDC138,165055,NT_022171.15
109494764	109494919	+	best	RPL39P16,100271023,NT_022171.15
109510927	109605828	-	best	EDAR,10913,NT_022171.15
109743783	109745862	-	mRNA  	LOC100287216,100287216,NT_022171.15
109745997	110107395	+	best	SH3RF3,344558,NT_022171.15
110259066	110262207	+	best	SH3RF3,344558,NT_022135.16
110300376	110371783	-	best	SEPT10,151011,NT_022135.16
110310114	110310423	+	best	RPL37P12,100271017,NT_022135.16
110371911	110376564	+	best	ANKRD57,65124,NT_022135.16
110422786	110436450	+	protein  	LOC100131577,100131577,NT_022135.16
110489878	110494567	+	protein  	LOC100286911,100286911,NT_022135.16
110494260	110495353	-	best	RPL22P11,402100,NT_022135.16
110494261	110526876	-	best	RPL22P15,645231,NT_022135.16
110550335	110615263	+	best	RGPD5,84220,NT_022135.16
110656009	110664033	+	best	LIMS3,96626,NT_022135.16
110656009	110726134	+	best	LIMS3-LOC440895,100271835,NT_022135.16
110705267	110726151	+	best	LOC440895,440895,NT_022135.16
110741545	110742764	+	best	GPAA1P1,22945,NT_022135.16
110744436	110752010	-	mRNA  	LOC645129,645129,NT_022135.16
110765228	110768849	+	mRNA  	LOC645135,645135,NT_022135.16
110779927	110805172	-	protein  	LOC100287011,100287011,NT_022135.16
110841447	110873639	+	mRNA identical N	LOC100287041,100287041,NT_022135.16
110841447	110874143	-	best	MALL,7851,NT_022135.16
110880913	110962639	-	best	NPHP1,4867,NT_022135.16
110941576	110942758	+	protein  	LOC100287074,100287074,NT_022135.16
110969106	110980517	-	best	NCRNA00116,205251,NT_022135.16
111001078	111045083	+	mRNA identical N	LOC100287119,100287119,NT_022135.16
111117696	111121317	-	mRNA  	LOC442041,442041,NT_022135.16
111132686	111142113	-	best	LOC151009,151009,NT_022135.16
111134613	111142223	+	mRNA  	LOC729248,729248,NT_022135.16
111143920	111191647	-	mRNA identical N	LOC100288570,100288570,NT_022135.16
111206682	111230619	-	mRNA identical N	LOC100288695,100288695,NT_022135.16
111271171	111335608	-	best	RGPD6,729540,NT_022135.16
111296065	111336309	-	best	RGPD7,652919,NT_022135.16
111391269	111392074	+	best	RPL22P12,727747,NT_022135.16
111395409	111435684	-	best	BUB1,699,NT_022135.16
111490150	111875799	+	best	ACOXL,55289,NT_022135.16
111725353	111726357	+	best	RPL5P9,100270832,NT_022135.16
111878491	111926022	+	best	BCL2L11,10018,NT_022135.16
111995301	111996145	-	mRNA  	LOC100128130,100128130,NT_022135.16
112053133	112053658	-	best	RPS14P4,100132382,NT_022135.16
112124579	112252692	-	best	LOC541471,541471,NT_022135.16
112140746	112143106	+	best	PAFAH1P2,27002,NT_022135.16
112432603	112432920	+	best	RPL34P8,100270999,NT_022135.16
112458191	112495215	+	protein identical N	LOC100287218,100287218,NT_022135.16
112500163	112502242	+	protein  	LOC100133059,100133059,NT_022135.16
112526638	112641741	-	best	ANAPC1,64682,NT_022135.16
112645463	112647062	+	best	LOC100130388,100130388,NT_022135.16
112656191	112786945	+	best	MERTK,10461,NT_022135.16
112812800	112876895	+	best	TMEM87B,84910,NT_022135.16
112895962	112945791	+	best	FBLN7,129804,NT_022135.16
112973439	113012664	-	best	ZC3H8,84524,NT_022135.16
113033178	113097640	+	best	ZC3H6,376940,NT_022135.16
113125736	113191222	-	mRNA identical N	RGPD8,727851,NT_022135.16
113239743	113290223	+	best	TTL,150465,NT_022135.16
113299492	113334727	+	best	POLR1B,84172,NT_022135.16
113342036	113346617	+	best	CHCHD5,84269,NT_022135.16
113379342	113379858	-	best	RPS20P11,100271082,NT_022135.16
113402455	113404355	-	mRNA identical N	LOC100131455,100131455,NT_022135.16
113403527	113421402	+	best	SLC20A1,6574,NT_022135.16
113465074	113500456	+	mRNA identical N	NT5DC4,284958,NT_022135.16
113495444	113522254	-	best	CKAP2L,150468,NT_022135.16
113531492	113542971	-	best	IL1A,3552,NT_022135.16
113587337	113594356	-	best	IL1B,3553,NT_022135.16
113610742	113611699	+	protein  	LOC100128413,100128413,NT_022135.16
113670548	113676459	+	best	IL1F7,27178,NT_022135.16
113678640	113696545	+	protein  	LOC100287419,100287419,NT_022135.16
113735606	113743227	+	best	IL1F9,56300,NT_022135.16
113753094	113753516	+	protein  	LOC442042,442042,NT_022135.16
113763449	113765621	+	best	IL1F6,27179,NT_022135.16
113779668	113810440	-	best	IL1F8,27177,NT_022135.16
113816215	113822321	+	best	IL1F5,26525,NT_022135.16
113825547	113833427	+	best	IL1F10,84639,NT_022135.16
113875470	113891593	+	best	IL1RN,3557,NT_022135.16
113931560	113960677	+	best	PSD4,23550,NT_022135.16
113973574	114036498	-	best	PAX8,7849,NT_022135.16
113993846	114024580	+	best	LOC654433,654433,NT_022135.16
114059873	114061461	-	mRNA identical N	LOC100288059,100288059,NT_022135.16
114163973	114164672	+	protein identical N	LOC100130100,100130100,NT_022135.16
114195383	114253746	+	best	CBWD2,150472,NT_022135.16
114256661	114258727	+	best	FOXD4L1,200350,NT_022135.16
114288678	114328603	+	protein identical N	LOC729468,729468,NT_022135.16
114334959	114336429	+	best	FAM138B,654412,NT_022135.16
114340536	114340673	-	external external N	MIR1302-3,100302167,NT_022135.16
114341020	114345878	-	mRNA identical N	LOC100287524,100287524,NT_022135.16
114341230	114356614	+	best	WASH2P,375260,NT_022135.16
114356605	114361294	-	best	MGC13005,84771,NT_022135.16
114368816	114384715	-	best	RPL23AP7,118433,NT_022135.16
114384817	114400975	+	best	RABL2A,11159,NT_022135.16
114415450	114416469	+	best	bA395L14.12,150478,NT_022135.16
114424816	114427448	-	mRNA identical N	LOC645529,645529,NT_022135.16
114471933	114514400	-	best	SLC35F5,80255,NT_022135.16
114647537	114716167	+	best	ACTR3,10096,NT_022135.16
114737020	114764887	+	mRNA  	LOC440900,440900,NT_022135.16
115017623	115028754	-	protein  	LOC391428,391428,NT_022135.16
115199899	116601936	+	best	DPP10,57628,NT_022135.16
116225561	116226529	+	best	RPSAP23,100270875,NT_022135.16
117508173	117509071	+	protein  	LOC100287649,100287649,NT_022135.16
117575842	117577236	+	protein  	LOC100130697,100130697,NT_022135.16
117781417	117781491	+	best	TRNAL46P,100189522,NT_022135.16
117781494	117782417	+	protein  	LOC100287713,100287713,NT_022135.16
118572255	118589953	+	best	DDX18,8886,NT_022135.16
118593580	118595780	+	mRNA identical N	LOC100287740,100287740,NT_022135.16
118617003	118661256	+	best	HTR5B,645694,NT_022135.16
118673147	118771697	-	best	CCDC93,54520,NT_022135.16
118771750	118773249	-	mRNA identical N	LOC100288058,100288058,NT_022135.16
118846050	118867597	+	best	INSIG2,51141,NT_022135.16
119599747	119605759	-	best	EN1,2019,NT_022135.16
119699745	119752236	+	best	MARCO,8685,NT_022135.16
119913819	119916471	-	best	C1QL2,165257,NT_022135.16
119981384	120023228	+	best	STEAP3,55240,NT_022135.16
120060020	120124258	-	best	C2orf76,130355,NT_022135.16
120124504	120130122	+	best	DBI,1622,NT_022135.16
120189446	120196096	+	best	TMEM37,140738,NT_022135.16
120194281	120208127	-	mRNA identical N	LOC100288409,100288409,NT_022135.16
120197419	120282028	-	best	SCTR,6344,NT_022135.16
120230779	120282028	+	mRNA identical N	LOC100287807,100287807,NT_022135.16
120302047	120414237	+	best	PCDP1,200373,NT_022135.16
120436743	120439694	+	best	TMEM177,80775,NT_022135.16
120456165	120457766	+	best	RPL17P15,100128117,NT_022135.16
120480778	120517562	-	mRNA identical N	LOC645955,645955,NT_022135.16
120517207	120735037	+	best	PTPN4,5775,NT_022135.16
120750744	120751215	-	best	RPL27P7,100129234,NT_022135.16
120770669	120936695	+	best	EPB41L5,57669,NT_022135.16
120932471	120975897	-	mRNA identical N	LOC729669,729669,NT_022135.16
120978854	120980984	-	best	TMEM185B,79134,NT_022135.16
121010414	121052286	+	best	RALB,5899,NT_022135.16
121103719	121109383	+	best	INHBB,3625,NT_022135.16
121221911	121223925	-	best	LOC84931,84931,NT_022135.16
121554867	121750229	+	best	GLI2,2736,NT_022135.16
121974163	122042778	-	best	TFCP2L1,29842,NT_022135.16
122067572	122067992	+	best	RPS17P7,100271069,NT_022135.16
122095352	122407052	-	best	CLASP1,23332,NT_022135.16
122288456	122288585	+	best	RNU4ATAC,100151683,NT_022135.16
122416001	122416636	-	best	RPL12P15,100270920,NT_022135.16
122466085	122470204	-	protein  	LOC440902,440902,NT_022135.16
122484521	122494503	-	best	MKI67IP,84365,NT_022135.16
122513121	122525429	+	best	TSN,7247,NT_022135.16
124484968	124520651	+	protein  	LOC100131284,100131284,NT_022135.16
124769622	124771990	-	mRNA identical N	LOC100288443,100288443,NT_022135.16
124773760	124782750	+	mRNA identical N	LOC100287999,100287999,NT_022135.16
124782864	125672864	+	best	CNTNAP5,129684,NT_022135.16
127312878	127315841	-	best	LOC150554,150554,NT_022135.16
127413684	127454246	+	best	GYPC,2995,NT_022135.16
127646773	127659013	+	mRNA identical N	LOC339760,339760,NT_022135.16
127805607	127864864	-	best	BIN1,274,NT_022135.16
127941412	127963343	-	best	CYP27C1,339761,NT_022135.16
128004834	128007663	+	protein  	LOC100130102,100130102,NT_022135.16
128014866	128051752	-	best	ERCC3,2071,NT_022135.16
128062139	128100770	-	best	MAP3K2,10746,NT_022135.16
128176017	128186818	+	best	PROC,5624,NT_022135.16
128238383	128284087	-	best	IWS1,55677,NT_022135.16
128293378	128395303	+	best	MYO7B,4648,NT_022135.16
128396001	128431883	-	best	LIMS2,55679,NT_022135.16
128403747	128410213	+	best	GPR17,2840,NT_022135.16
128410216	128411929	+	mRNA identical N	LOC100288504,100288504,NT_022135.16
128458597	128461407	+	best	SFT2D3,84826,NT_022135.16
128461808	128568745	-	best	WDR33,55339,NT_022135.16
128476895	128477811	+	mRNA identical N	LOC100288089,100288089,NT_022135.16
128556480	128556572	-	best	RNY4P7,100169850,NT_022135.16
128598180	128599339	-	best	LOC100131832,100131832,NT_022135.16
128603840	128615729	-	best	POLR2D,5433,NT_022135.16
128604305	128604654	-	best	RPS26P19,100271110,NT_022135.16
128619204	128642434	-	best	AMMECR1L,83607,NT_022135.16
128642710	128647040	+	mRNA identical N	LOC646509,646509,NT_022135.16
128643553	128651226	-	mRNA identical N	LOC100288164,100288164,NT_022135.16
128666816	128689158	+	protein  	LOC100288192,100288192,NT_022135.16
128698796	128784867	-	best	SAP130,79595,NT_022135.16
128848785	128948995	+	best	UGCGL1,56886,NT_022135.16
128960935	128961309	+	protein  	LOC100288533,100288533,NT_022135.16
128975127	128975683	+	best	RPL21P34,100270954,NT_022135.16
129023054	129076171	-	best	HS6ST1,9394,NT_022135.16
129274850	129284042	-	mRNA  	LOC100130549,100130549,NT_022135.16
129999746	130000359	-	mRNA  	LOC151121,151121,NT_022135.16
130248768	130254295	+	protein  	LOC100287217,100287217,NT_022135.16
130680435	130691890	-	best	LOC389033,389033,NT_022135.16
130697421	130697790	-	best	RPL22P7,100129819,NT_022135.16
130737235	130740311	+	best	RAB6C,84084,NT_022135.16
130750462	130751613	+	protein  	LOC646674,646674,NT_022135.16
130763773	130766771	+	protein  	LOC100130693,100130693,NT_022135.16
130783571	130808704	-	best	LOC440905,440905,NT_022135.16
130794531	130796293	+	mRNA  	LOC100132088,100132088,NT_022135.16
130831108	130878140	-	best	POTEF,728378,NT_022135.16
130893110	130896405	+	protein  	LOC100132461,100132461,NT_022135.16
130896862	130902631	-	best	CCDC74B,91409,NT_022135.16
130908980	130939694	-	best	SMPD4,55627,NT_022135.16
130939703	130948300	+	best	FAM128B,80097,NT_022135.16
130949318	130956034	-	best	TUBA3E,112714,NT_022135.16
130960354	130961948	+	ab	LOC100287310,100287310,NT_022135.16
130968650	130971376	-	mRNA identical N	LOC284988,284988,NT_022135.16
130986893	130989659	+	best	LOC643276,643276,NT_022135.16
131006233	131010167	+	protein  	LOC391436,391436,NT_022135.16
131010366	131033359	+	protein identical N	LOC100287418,100287418,NT_022135.16
131029911	131029982	-	best	TRNAQ34P,100189445,NT_022135.16
131034080	131034757	+	protein  	LOC100288720,100288720,NT_022135.16
131037884	131044512	+	protein  	LOC100287451,100287451,NT_022135.16
131051362	131052052	+	best	RPL19P4,646710,NT_022135.16
131094701	131094772	-	tRNAscan-SE external N	TRNAE-UUC,100126517,NT_022135.16
131095816	131099922	-	best	CCDC115,84317,NT_022135.16
131100489	131104197	+	best	IMP4,92856,NT_022135.16
131113580	131132982	+	best	PTPN18,26469,NT_022135.16
131174323	131183103	-	mRNA  	LOC100216479,100216479,NT_022135.16
131183804	131187096	+	mRNA  	LOC732043,732043,NT_022135.16
131198341	131199038	-	mRNA identical N	LOC646802,646802,NT_022135.16
131219680	131266860	-	mRNA identical N	LOC653269,653269,NT_022135.16
131278667	131285565	+	best	CFC1B,653275,NT_022135.16
131297394	131306853	-	protein  	LOC646743,646743,NT_022135.16
131328419	131341734	+	best	LOC150527,150527,NT_022135.16
131350335	131357082	-	best	CFC1,55997,NT_022135.16
131369106	131415610	+	mRNA identical N	LOC653781,653781,NT_022135.16
131437623	131443436	+	best	C2orf14,100132708,NT_022135.16
131449566	131452842	-	mRNA  	LOC100132887,100132887,NT_022135.16
131453549	131461323	+	mRNA  	LOC100288897,100288897,NT_022135.16
131486723	131487909	+	best	GPR148,344561,NT_022135.16
131513077	131525707	+	best	FAM123C,205147,NT_022135.16
131534219	131534530	+	best	CYCSP8,360160,NT_022135.16
131674224	131804836	+	best	ARHGEF4,50649,NT_022135.16
131805449	131851004	-	best	FAM168B,130074,NT_022135.16
131862420	131907425	+	best	PLEKHB2,55041,NT_022135.16
131946021	131955578	-	best	NF1L2,401007,NT_022135.16
131958712	131975100	-	protein  	LOC100287589,100287589,NT_022135.16
131975924	132022416	+	best	POTEE,445582,NT_022135.16
132044682	132045038	+	protein identical N	LOC100128270,100128270,NT_022135.16
132056255	132058026	-	mRNA  	LOC100287617,100287617,NT_022135.16
132057771	132068935	+	mRNA  	LOC150519,150519,NT_022135.16
132085674	132088667	-	protein  	LOC100287648,100287648,NT_022135.16
132109656	132110812	-	protein  	LOC401002,401002,NT_022135.16
132118065	132121731	-	best	LOC150786,150786,NT_022135.16
132120967	132121632	+	mRNA identical N	LOC100130819,100130819,NT_022135.16
132127861	132129651	-	protein  	LOC100287681,100287681,NT_022135.16
132138486	132139163	-	protein  	LOC100289214,100289214,NT_022135.16
132139878	132140195	-	mRNA  	LOC100289181,100289181,NT_022135.16
132140142	132140211	+	best	TRNAS31P,100189525,NT_022135.16
132143133	132143204	+	best	TRNAQ36P,100189451,NT_022135.16
132152785	132156142	-	protein identical N	LOC100287712,100287712,NT_022135.16
132160474	132163200	+	mRNA identical N	LOC389043,389043,NT_022135.16
132180315	132182481	-	best	GNAQP,2777,NT_022135.16
132199734	132202467	-	best	LOC401010,401010,NT_022135.16
132203046	132221203	+	mRNA  	LOC730041,730041,NT_022135.16
132227710	132229299	-	ab	LOC646836,646836,NT_022135.16
132233666	132240507	+	best	TUBA3D,113457,NT_022135.16
132241533	132250064	-	best	FAM128A,653784,NT_022135.16
132250386	132279149	+	best	LOC150776,150776,NT_022135.16
132285492	132291239	+	best	CCDC74A,90557,NT_022135.16
132291694	132294998	-	protein identical N	LOC100127989,100127989,NT_022135.16
132349268	132384999	+	mRNA poor N	ACTBL3,440915,NT_022135.16
132414630	132415649	-	protein  	LOC100287806,100287806,NT_022135.16
132480064	132524977	+	best	C2orf27A,29798,NT_022135.16
132528454	132535326	+	protein identical N	LOC100128267,100128267,NT_022135.16
132546214	132547294	-	mRNA identical N	LOC100287862,100287862,NT_022135.16
132552534	132559234	-	best	C2orf27B,408029,NT_022135.16
132578635	132581149	+	mRNA identical N	LOC100289256,100289256,NT_022135.16
132580236	132587709	-	protein  	LOC647996,647996,NT_022135.16
132722304	132737446	-	mRNA identical N	LOC100289293,100289293,NT_022135.16
132795056	132796401	+	protein  	LOC100287925,100287925,NT_022135.16
132842995	132862654	+	best	LOC730076,730076,NT_022135.16
132905164	133015542	-	best	NCRNA00164,554226,NT_022135.16
133009893	133017101	+	protein  	LOC100133239,100133239,NT_022135.16
133014539	133014653	-	external external N	MIR663B,100302126,NT_022135.16
133018761	133020670	+	protein  	LOC647696,647696,NT_022135.16
133023011	133028148	+	protein  	LOC100132958,100132958,NT_022135.16
133066882	133076309	+	protein similar N	ZNF806,646915,NT_022135.16
133089314	133090325	-	mRNA  	AZFP,100128406,NT_022135.16
133106835	133112412	+	mRNA identical N	LOC339742,339742,NT_022135.16
133174147	133404169	+	best	GPR39,2863,NT_022135.16
133402337	133429070	-	best	LYPD1,116372,NT_022135.16
133429372	134326031	-	best	NAP5,344148,NT_022135.16
135011830	135206468	+	best	MGAT5,4249,NT_022135.16
135076967	135077773	-	best	FAM12CP,266643,NT_022135.16
135206960	135212192	+	best	LOC151162,151162,NT_022135.16
135213330	135476571	-	best	TMEM163,81615,NT_022135.16
135530571	135574162	+	protein  	LOC100288088,100288088,NT_022135.16
135596186	135659604	+	best	ACMSD,130013,NT_022135.16
135676393	135714584	+	best	CCNT2,905,NT_022135.16
135722273	135782248	-	best	YSK4,80122,NT_022135.16
135809853	135927559	+	best	RAB3GAP1,22930,NT_022135.16
135957571	136288806	-	best	ZRANB3,84083,NT_022135.16
136289083	136482839	+	best	R3HDM1,23518,NT_022135.16
136422967	136423048	+	external external N	MIR128-1,406915,NT_022135.16
136499189	136542633	+	best	UBXN4,23190,NT_022135.16
136545415	136594750	-	best	LCT,3938,NT_022135.16
136597196	136634011	-	best	MCM6,4175,NT_022135.16
136655519	136664130	-	protein  	LOC391448,391448,NT_022135.16
136664254	136743222	-	best	DARS,1615,NT_022135.16
136738592	136743709	+	mRNA identical N	LOC100131316,100131316,NT_022135.16
136871919	136875725	-	best	CXCR4,7852,NT_022135.16
136956684	136958073	-	protein  	LOC389053,389053,NT_022135.16
137086870	137087572	-	best	UBBP1,7315,NT_022135.16
137748462	138435287	+	best	THSD7B,80731,NT_022135.16
138721808	138773934	+	best	HNMT,3176,NT_022135.16
139036108	139037021	+	best	RPL15P5,100127993,NT_022135.16
139044689	139046450	-	mRNA  	LOC440917,440917,NT_022135.16
139064889	139065546	+	protein  	LOC647002,647002,NT_022135.16
139169636	139171099	-	mRNA  	LOC100129375,100129375,NT_022135.16
139259350	139330805	+	best	SPOPL,339745,NT_022135.16
139426727	139537811	-	best	NXPH2,11249,NT_022135.16
139654896	139656744	+	mRNA  	LOC647012,647012,NT_022135.16
139659003	139660317	-	protein  	LOC129560,129560,NT_022135.16
140426104	140426879	+	best	MRPS18BP2,359763,NT_022135.16
140490277	140490857	-	best	RPL9P13,100270856,NT_022135.16
140978246	140980784	-	protein  	LOC100288227,100288227,NT_022135.16
140988996	142889270	-	best	LRP1B,53353,NT_022135.16
141965651	141966004	-	best	RPS16P3,100271067,NT_022135.16
143300976	143301544	+	protein  	LOC100289623,100289623,NT_022135.16
143611592	143613688	+	protein  	LOC100129955,100129955,NT_022135.16
143635195	143799885	+	best	KYNU,8942,NT_022135.16
143852307	143854121	-	protein  	LOC100288300,100288300,NT_022135.16
143857499	143858181	-	protein  	LOC100288333,100288333,NT_022135.16
143886899	144525921	+	best	ARHGAP15,55843,NT_022135.16
144703581	145061211	-	best	GTDC1,79712,NT_022135.16
145145583	145277916	-	best	ZEB2,9839,NT_022135.16
145161562	145162940	+	mRNA identical N	LOC100289660,100289660,NT_022135.16
145425384	145568842	+	mRNA identical N	LOC100131409,100131409,NT_022135.16
145512076	145513709	-	best	SGCEP,474174,NT_022135.16
146094801	146095631	+	best	RPL6P5,100270844,NT_022135.16
146583104	146585410	-	best	LOC727713,727713,NT_022135.16
146902625	146902885	+	best	RNU7-2P,100147745,NT_022135.16
146951864	146952389	+	best	RPL17P12,100270938,NT_022135.16
147344625	147348558	+	best	PABPCP2,728773,NT_022135.16
148559416	148568133	+	best	RPL26P14,100133235,NT_022135.16
148602570	148688393	+	best	ACVR2A,92,NT_022135.16
148691732	148779136	-	best	ORC4L,5000,NT_022135.16
149053125	149055399	-	protein  	LOC100130682,100130682,NT_022135.16
149088855	149089707	-	best	LOC641381,641381,NT_022135.16
149216038	149271046	+	best	MBD5,55777,NT_022135.16
149352697	149352984	+	best	RPS29P8,100132376,NT_022135.16
