Start	Stop	Strand	Evidence_code	GeneName,GeneID,Contig
146526493	146549732	-	protein  	LOC100289144,100289144,NT_167185.1
146544773	146544844	+	tRNAscan-SE external N	TRNAH-GUG,100126508,NT_167185.1
146550178	146550249	+	best	TRNAE34P,100189485,NT_167185.1
146553892	146555128	-	best	LOC441904,441904,NT_167185.1
146556391	146596268	-	best	NBPF13P,644861,NT_167185.1
146626685	146644129	-	best	PRKAB2,5565,NT_167185.1
146649430	146651528	+	best	PDIA3P,171423,NT_167185.1
146655884	146697230	-	best	FMO5,2330,NT_167185.1
146695125	146695995	+	best	RPL7AP15,100270895,NT_167185.1
146714291	146767443	+	best	CHD1L,9557,NT_167185.1
146747034	146751959	-	protein identical N	LOC100289179,100289179,NT_167185.1
146790820	146791946	+	protein  	LOC100130018,100130018,NT_167185.1
146890632	146891724	+	best	OR13Z1P,403228,NT_167185.1
146917211	146917966	+	best	OR13Z2P,403229,NT_167185.1
146953887	146954477	+	best	OR13Z3P,403230,NT_167185.1
146972846	146973202	-	protein  	LOC100289211,100289211,NT_167185.1
147013182	147098017	+	best	BCL9,607,NT_167185.1
147119168	147142634	-	best	ACP6,51205,NT_167185.1
147228332	147245484	-	best	GJA5,2702,NT_167185.1
147313096	147314504	+	protein  	LOC391092,391092,NT_167185.1
147374936	147381393	+	best	GJA8,2703,NT_167185.1
147400506	147465753	+	best	GPR89B,51463,NT_167185.1
147466333	147481824	-	best	PDZK1P2,100034743,NT_167185.1
147483291	147483361	+	best	TRNAR31P,100189449,NT_167185.1
147485151	147487503	-	mRNA identical N	LOC728905,728905,NT_167185.1
147504907	147507387	+	mRNA identical N	LOC100289324,100289324,NT_167185.1
147505038	147505109	+	tRNAscan-SE external N	TRNAQ-CUG,100126510,NT_167185.1
147520767	147520840	-	tRNAscan-SE external N	TRNAN-GUU,100126512,NT_167185.1
147520911	147528015	-	protein  	LOC100132404,100132404,NT_167185.1
147532525	147532980	-	protein  	LOC100289427,100289427,NT_167185.1
147552768	147566156	+	best	LOC728920,728920,NT_167185.1
147575800	147610081	-	best	NBPF11,728912,NT_167185.1
147601716	147602421	+	best	LOC767851,767851,NT_167185.1
147617318	147622083	+	mRNA  	FAM108A2,728917,NT_167185.1
147632468	147633807	+	protein  	LOC100289456,100289456,NT_167185.1
147718443	147718959	+	protein  	LOC100289487,100289487,NT_167185.1
147737382	147737453	-	tRNAscan-SE external N	TRNAQ-CUG,100126510,NT_167185.1
147753471	147753542	+	tRNAscan-SE external N	TRNAH-GUG,100126508,NT_167185.1
147774845	147774916	-	tRNAscan-SE external N	TRNAH-GUG,100126508,NT_167185.1
147781030	147781101	-	best	TRNAE32P,100189465,NT_167185.1
147800937	147801008	+	tRNAscan-SE external N	TRNAQ-CUG,100126510,NT_167185.1
147825689	147825760	+	best	TRNAQ51P,100189531,NT_167185.1
147851060	147851133	-	best	TRNAN34P,100189490,NT_167185.1
147887383	147900979	+	protein identical N	LOC100132057,100132057,NT_167185.1
147907215	147908803	+	protein  	LOC100133183,100133183,NT_167185.1
147930942	147931990	+	mRNA identical N	LOC100132999,100132999,NT_167185.1
147954760	147955419	-	best	PPIAL4A,164022,NT_167185.1
147983307	147983593	-	protein  	LOC100132587,100132587,NT_167185.1
147993781	148000730	+	protein  	LOC100289551,100289551,NT_167185.1
148000805	148000878	+	tRNAscan-SE external N	TRNAN-GUU,100126512,NT_167185.1
148003642	148025848	-	best	NBPF14,25832,NT_167185.1
148183855	148196113	+	mRNA identical N	LOC729086,729086,NT_113799.1
148201873	148202559	-	best	PPIAL4D,645142,NT_113799.1
148229952	148230238	-	protein  	LOC100129127,100129127,NT_113799.1
148242700	148248044	+	mRNA  	LOC100133078,100133078,NT_113799.1
148248115	148248188	+	tRNAscan-SE external N	TRNAN-GUU,100126512,NT_113799.1
148250245	148354334	-	mRNA identical N	LOC100288142,100288142,NT_113799.1
148349192	148349897	+	best	LOC200025,200025,NT_113799.1
148560990	148596158	+	best	NBPF15,284565,NT_004487.19
148574410	148575115	-	best	LOC767854,767854,NT_004487.19
148598314	148598387	-	tRNAscan-SE external N	TRNAN-GUU,100126512,NT_004487.19
148616292	148616578	+	protein  	LOC100132040,100132040,NT_004487.19
148644011	148644795	+	best	PPIAL4E,730262,NT_004487.19
148736446	148737151	-	best	LOC645126,645126,NT_004487.19
148739442	148758311	+	best	NBPF16,728936,NT_004487.19
148760356	148760429	-	tRNAscan-SE external N	TRNAN-GUU,100126512,NT_004487.19
148760500	148761483	-	mRNA  	LOC100132583,100132583,NT_004487.19
148778320	148778606	+	protein  	LOC100132490,100132490,NT_004487.19
148805664	148806799	+	best	PPIAL4F,728945,NT_004487.19
148845362	148854293	-	mRNA identical N	LOC645146,645146,NT_004487.19
148853582	148855710	+	protein  	LOC100288681,100288681,NT_004487.19
148864456	148866653	+	mRNA identical N	LOC100133086,100133086,NT_004487.19
148902094	148904339	+	best	DRD5P2,1818,NT_004487.19
148932785	148951939	-	mRNA identical N	LOC100288616,100288616,NT_004487.19
149025632	149090118	-	best	NBPF17P,401967,NT_004487.19
149038717	149067585	+	protein  	LOC100288708,100288708,NT_004487.19
149079364	149079435	+	best	TRNAQ37P,100189452,NT_004487.19
149114649	149115428	+	best	LOC647569,647569,NT_004487.19
149136787	149148384	+	protein  	LOC100288733,100288733,NT_004487.19
149148431	149148791	+	protein  	LOC100288768,100288768,NT_004487.19
149155828	149155899	-	tRNAscan-SE external N	TRNAH-GUG,100126508,NT_004487.19
149161628	149161699	-	best	TRNAE30P,100189457,NT_004487.19
149186125	149186196	+	tRNAscan-SE external N	TRNAQ-CUG,100126510,NT_004487.19
149211948	149212021	-	best	TRNAN36P,100189534,NT_004487.19
149212092	149212584	-	protein  	LOC100129567,100129567,NT_004487.19
149224058	149224221	-	best	RNU1G3,26863,NT_004487.19
149224058	149224221	-	best	RNU1P9,26857,NT_004487.19
149230570	149230643	-	tRNAscan-SE external N	TRNAN-GUU,100126512,NT_004487.19
149230714	149239532	-	protein  	LOC100288829,100288829,NT_004487.19
149239530	149263301	+	best	FAM91A3P,729182,NT_004487.19
149264234	149279311	+	protein  	LOC100288865,100288865,NT_004487.19
149278785	149278857	-	best	TRNAE29P,100189454,NT_004487.19
149279476	149291742	+	best	LOC388692,388692,NT_004487.19
149285745	149289650	-	mRNA  	LOC100133075,100133075,NT_004487.19
149287359	149287430	-	best	TRNAF17P,100189533,NT_004487.19
149294666	149294736	-	tRNAscan-SE external N	TRNAV-CAC,100126488,NT_004487.19
149298555	149298627	-	tRNAscan-SE external N	TRNAV-CAC,100126488,NT_004487.19
149305910	149336405	-	mRNA  	LOC645262,645262,NT_004487.19
149326272	149326345	-	tRNAscan-SE external N	TRNAN-GUU,100126512,NT_004487.19
149340658	149341066	-	protein  	LOC100131962,100131962,NT_004487.19
149343081	149343151	-	best	TRNAR30P,100189443,NT_004487.19
149369300	149378181	+	mRNA  	FCGR1C,100132417,NT_004487.19
149378408	149380524	-	mRNA identical N	LOC729189,729189,NT_004487.19
149380592	149399179	-	protein  	LOC653593,653593,NT_004487.19
149398877	149400542	-	mRNA  	HIST2H3PS2,440686,NT_004487.19
149400063	149429348	+	mRNA identical N	LOC100133008,100133008,NT_004487.19
149424565	149424954	-	best	RPL22P5,100132479,NT_004487.19
149524787	149525073	+	protein  	LOC100132836,100132836,NT_004487.19
149552657	149556510	+	best	PPIAL4C,653598,NT_004487.19
149576434	149577482	-	mRNA identical N	LOC642441,642441,NT_004487.19
149615617	149615690	-	tRNAscan-SE external N	TRNAN-GUU,100126512,NT_004487.19
149615755	149623156	-	protein  	LOC100288958,100288958,NT_004487.19
149627341	149639967	+	protein  	LOC100132827,100132827,NT_004487.19
149640844	149649326	+	mRNA  	LOC100132306,100132306,NT_004487.19
149649060	149719362	-	mRNA identical N	LOC729130,729130,NT_004487.19
149671871	149672242	+	protein identical N	LOC100288037,100288037,NT_004487.19
149672905	149672976	-	best	TRNAF16P,100189497,NT_004487.19
149673344	149677285	+	mRNA identical N	LOC644634,644634,NT_004487.19
149680210	149680280	-	best	TRNAG34P,100189498,NT_004487.19
149684088	149684161	-	tRNAscan-SE external N	TRNAV-CAC,100126488,NT_004487.19
149691432	149698599	-	mRNA  	LOC199882,199882,NT_004487.19
149711798	149711871	-	tRNAscan-SE external N	TRNAN-GUU,100126512,NT_004487.19
149725849	149726258	-	protein  	LOC100129586,100129586,NT_004487.19
149728271	149728341	-	best	TRNAR32P,100189502,NT_004487.19
149754250	149764074	+	best	FCGR1A,2209,NT_004487.19
149763336	149765367	-	mRNA  	LOC729127,729127,NT_004487.19
149782115	149783911	-	best	HIST2H2BF,440689,NT_004487.19
149784826	149785236	-	best	HIST2H3D,653604,NT_004487.19
149800254	149804109	+	mRNA identical N	LOC730631,730631,NT_004487.19
149804221	149804616	+	best	HIST2H4A,8370,NT_004487.19
149812259	149812765	-	best	HIST2H3C,126961,NT_004487.19
149813785	149814318	-	best	HIST2H2AA3,8337,NT_004487.19
149814374	149815203	-	best	H2BFO,10339,NT_004487.19
149814606	149815100	+	best	HIST2H2BD,337874,NT_004487.19
149821759	149822340	-	best	HIST2H2BC,337873,NT_004487.19
149822628	149823161	+	best	HIST2H2AA4,723790,NT_004487.19
149824181	149824687	+	best	HIST2H3A,333932,NT_004487.19
149832330	149832725	-	best	HIST2H4B,554313,NT_004487.19
149832837	149836692	-	mRNA identical N	LOC100132909,100132909,NT_004487.19
149856010	149858232	-	best	HIST2H2BE,8349,NT_004487.19
149858525	149858961	+	best	HIST2H2AC,8338,NT_004487.19
149859019	149859466	-	best	HIST2H2AB,317772,NT_004487.19
149871155	149872348	+	best	BOLA1,51027,NT_004487.19
149874870	149889434	-	best	SV2A,9900,NT_004487.19
149895211	149899702	-	best	SF3B4,10262,NT_004487.19
149900544	149908243	-	best	MTMR11,10903,NT_004487.19
149912231	149982686	-	best	OTUD7B,56957,NT_004487.19
150025846	150027021	+	protein  	LOC441907,441907,NT_004487.19
150039342	150117505	+	best	VPS45,11311,NT_004487.19
150122170	150131825	+	best	PLEKHO1,51177,NT_004487.19
150190717	150208504	-	best	ANP32E,81611,NT_004487.19
150230218	150237478	+	best	CA14,23632,NT_004487.19
150237799	150241532	-	best	APH1A,51107,NT_004487.19
150245198	150253327	+	best	C1orf54,79630,NT_004487.19
150255229	150259501	+	best	C1orf51,148523,NT_004487.19
150266269	150280819	+	best	MRPS21,54460,NT_004487.19
150293928	150325704	+	best	PRPF3,9129,NT_004487.19
150336990	150449042	+	best	RPRD2,23248,NT_004487.19
150459920	150479756	+	best	TARS2,80222,NT_004487.19
150480487	150486265	+	best	ECM1,1893,NT_004487.19
150521898	150533413	+	best	ADAMTSL4,54507,NT_004487.19
150527093	150532712	-	mRNA identical N	LOC100289061,100289061,NT_004487.19
150532554	150534591	-	mRNA  	C1orf138,574406,NT_004487.19
150547034	150552136	-	best	MCL1,4170,NT_004487.19
150550796	150552139	+	mRNA identical N	LOC100131311,100131311,NT_004487.19
150594599	150602098	-	best	ENSA,2029,NT_004487.19
150618701	150669672	-	best	GOLPH3L,55204,NT_004487.19
150670542	150693352	-	best	HORMAD1,84072,NT_004487.19
150702551	150738305	-	best	CTSS,1520,NT_004487.19
150751547	150753126	+	protein  	LOC100132571,100132571,NT_004487.19
150768563	150786424	+	mRNA identical N	LOC100289153,100289153,NT_004487.19
150768687	150780812	-	best	CTSK,1513,NT_004487.19
150782186	150849186	-	best	ARNT,405,NT_004487.19
150853708	150854110	-	best	RPS27AP6,100271144,NT_004487.19
150876372	150876689	+	best	CYCSP51,343045,NT_004487.19
150898815	150937220	+	best	SETDB1,9869,NT_004487.19
150937649	150947440	-	best	LASS2,29956,NT_004487.19
150954499	150968114	+	best	ANXA9,8416,NT_004487.19
150967549	150979333	-	best	FAM63A,55793,NT_004487.19
150980973	151008189	+	best	PRUNE,58497,NT_004487.19
151009034	151020075	+	best	BNIPL,149428,NT_004487.19
151020259	151023896	+	best	C1orf56,54964,NT_004487.19
151023447	151032125	-	best	CDC42SE1,56882,NT_004487.19
151032151	151040973	+	best	MLLT11,10962,NT_004487.19
151043080	151091007	+	best	GABPB2,126626,NT_004487.19
151104161	151119104	-	best	SEMA6C,10500,NT_004487.19
151129105	151132225	+	best	TNFAIP8L2,79626,NT_004487.19
151132224	151138424	-	best	LYSMD1,388695,NT_004487.19
151138517	151141614	+	best	SCNM1,79005,NT_004487.19
151142463	151148547	-	best	TMOD4,29765,NT_004487.19
151148934	151162640	-	best	VPS72,6944,NT_004487.19
151171021	151222007	+	best	PIP5K1A,8394,NT_004487.19
151227197	151239955	+	best	PSMD4,5710,NT_004487.19
151254791	151264381	+	best	ZNF687,57592,NT_004487.19
151264413	151298724	-	best	PI4KB,5298,NT_004487.19
151313116	151319769	-	best	RFX5,5993,NT_004487.19
151336780	151345164	-	best	SELENBP1,8991,NT_004487.19
151372041	151374412	+	best	PSMB4,5692,NT_004487.19
151375200	151431932	-	best	POGZ,23126,NT_004487.19
151483862	151511168	+	best	CGN,57530,NT_004487.19
151512781	151556059	+	best	TUFT1,7286,NT_004487.19
151518272	151518367	+	external external N	MIR554,693139,NT_004487.19
151529885	151530463	+	best	RPS10P6,729374,NT_004487.19
151584662	151671559	+	best	SNX27,81609,NT_004487.19
151674830	151689290	-	best	TNRC4,11189,NT_004487.19
151694013	151702082	+	best	C1orf230,284485,NT_004487.19
151730557	151730908	+	best	RPS11P3,100270898,NT_004487.19
151732123	151736040	-	best	MRPL9,65005,NT_004487.19
151735445	151743806	+	best	OAZ3,51686,NT_004487.19
151744040	151763010	-	best	TDRKH,11022,NT_004487.19
151750382	151751106	-	best	LOC100270670,100270670,NT_004487.19
151772765	151777882	-	best	LINGO4,339398,NT_004487.19
151778547	151804348	-	best	RORC,6097,NT_004487.19
151810339	151813033	-	best	LOC100191040,100191040,NT_004487.19
151810945	151816641	+	best	LOC100132111,100132111,NT_004487.19
151819577	151826173	-	best	THEM5,284486,NT_004487.19
151846060	151882113	-	best	THEM4,117145,NT_004487.19
151921871	151923466	-	best	KRT8P28,391099,NT_004487.19
151955386	151966714	-	best	S100A10,6281,NT_004487.19
151986711	151996749	+	best	NBPF18P,441908,NT_004487.19
152004982	152009511	-	best	S100A11,6282,NT_004487.19
152052033	152053058	-	protein identical N	LOC100131107,100131107,NT_004487.19
152056620	152061540	-	best	TCHHL1,126637,NT_004487.19
152078793	152086556	-	best	TCHH,7062,NT_004487.19
152095740	152097586	-	best	HDHD1CP,327659,NT_004487.19
152126071	152131704	-	best	RPTN,126638,NT_004487.19
152184558	152196669	-	best	HRNR,388697,NT_004487.19
152274651	152297679	-	best	FLG,2312,NT_004487.19
152321213	152332482	-	best	FLG2,388698,NT_004487.19
152371944	152372349	+	protein  	LOC100289191,100289191,NT_004487.19
152381719	152386750	-	best	CRNN,49860,NT_004487.19
152483320	152484653	+	best	LCE5A,254910,NT_004487.19
152486978	152488481	+	best	CRCT1,54544,NT_004487.19
152538130	152539248	-	best	LCE3E,353145,NT_004487.19
152551860	152552980	-	best	LCE3D,84648,NT_004487.19
152573208	152573492	+	best	LCE3C,353144,NT_004487.19
152586287	152586574	+	best	LCE3B,353143,NT_004487.19
152595310	152595579	-	best	LCE3A,353142,NT_004487.19
152616869	152617193	-	best	LCEP4,450210,NT_004487.19
152628808	152628987	+	best	LCEP3,450211,NT_004487.19
152635872	152637135	+	best	LCE2D,353141,NT_004487.19
152647771	152649050	+	best	LCE2C,353140,NT_004487.19
152658599	152659877	+	best	LCE2B,26239,NT_004487.19
152670840	152671918	+	best	LCE2A,353139,NT_004487.19
152681523	152681910	+	best	LCE4A,199834,NT_004487.19
152691998	152692905	+	best	C1orf68,100129271,NT_004487.19
152709994	152710344	+	best	LCEP2,450209,NT_004487.19
152716775	152717082	+	best	LCEP1,450208,NT_004487.19
152717404	152734528	-	mRNA identical N	LOC100289227,100289227,NT_004487.19
152730506	152734529	+	best	KPRP,448834,NT_004487.19
152748848	152749204	+	best	LCE1F,353137,NT_004487.19
152758753	152760902	+	best	LCE1E,353135,NT_004487.19
152761954	152770749	-	mRNA identical N	LOC100289267,100289267,NT_004487.19
152769227	152770657	+	best	LCE1D,353134,NT_004487.19
152777311	152779107	-	best	LCE1C,353133,NT_004487.19
152784447	152785585	+	best	LCE1B,353132,NT_004487.19
152799949	152800281	+	best	LCE1A,353131,NT_004487.19
152815330	152816459	+	best	LCE6A,448835,NT_004487.19
152850798	152857523	+	best	SMCP,4184,NT_004487.19
152881039	152884362	+	best	IVL,3713,NT_004487.19
152943128	152945069	+	best	SPRR4,163778,NT_004487.19
152956557	152958290	+	best	SPRR1A,6698,NT_004487.19
152974223	152976332	+	best	SPRR3,6707,NT_004487.19
153003679	153005376	+	best	SPRR1B,6699,NT_004487.19
153012201	153013594	-	best	SPRR2D,6703,NT_004487.19
153028596	153029988	-	best	SPRR2A,6700,NT_004487.19
153042717	153044084	-	best	SPRR2B,6701,NT_004487.19
153065611	153067001	-	best	SPRR2E,6704,NT_004487.19
153084612	153085989	-	best	SPRR2F,6705,NT_004487.19
153112594	153113969	-	best	SPRR2C,6702,NT_004487.19
153122058	153123427	-	best	SPRR2G,6706,NT_004487.19
153175919	153177596	+	best	LELP1,149018,NT_004487.19
153197483	153198548	+	best	RPLP0P4,391102,NT_004487.19
153232179	153234600	+	best	LOR,4014,NT_004487.19
153270338	153283194	-	best	PGLYRP3,114771,NT_004487.19
153302596	153321022	-	best	PGLYRP4,57115,NT_004487.19
153330330	153333503	+	best	S100A9,6280,NT_004487.19
153346184	153348075	-	best	S100A12,6283,NT_004487.19
153352293	153357407	-	protein  	LOC645900,645900,NT_004487.19
153362508	153363549	-	best	S100A8,6279,NT_004487.19
153389000	153395701	+	best	S100A7A,338324,NT_004487.19
153399484	153400877	-	best	S100A7P1,127481,NT_004487.19
153409471	153412503	-	best	S100A7L2,645922,NT_004487.19
153417385	153419139	+	best	S100A7P2,375027,NT_004487.19
153430220	153433137	-	best	S100A7,6278,NT_004487.19
153507076	153508717	-	best	S100A6,6277,NT_004487.19
153509623	153514241	-	best	S100A5,6276,NT_004487.19
153516095	153518282	-	best	S100A4,6275,NT_004487.19
153519809	153521734	-	best	S100A3,6274,NT_004487.19
153533584	153538306	-	best	S100A2,6273,NT_004487.19
153579359	153580655	+	mRNA identical N	LOC100287038,100287038,NT_004487.19
153579367	153585514	-	best	S100A16,140576,NT_004487.19
153586731	153588790	-	best	S100A14,57402,NT_004487.19
153591275	153606568	-	best	S100A13,6284,NT_004487.19
153600873	153604512	+	best	S100A1,6271,NT_004487.19
153606525	153617979	+	best	C1orf77,26097,NT_004487.19
153631145	153634326	+	best	SNAPIN,23557,NT_004487.19
153634514	153643479	-	best	ILF2,3608,NT_004487.19
153643726	153643797	+	tRNAscan-SE external N	TRNAM-CAU,100126484,NT_004487.19
153651164	153666468	+	best	NPR1,4881,NT_004487.19
153690612	153700173	-	protein identical N	LOC100130379,100130379,NT_004487.19
153700567	153746555	+	best	INTS3,65123,NT_004487.19
153747768	153752633	+	best	SLC27A3,11000,NT_004487.19
153766423	153775062	+	mRNA identical N	LOC343052,343052,NT_004487.19
153777201	153895451	-	best	GATAD2B,57459,NT_004487.19
153824104	153825927	-	best	LOC645965,645965,NT_004487.19
153901977	153919154	-	best	DENND4B,9909,NT_004487.19
153920151	153931043	-	best	CRTC2,200186,NT_004487.19
153931588	153940188	-	best	SLC39A1,27173,NT_004487.19
153940397	153946832	+	best	CREB3L4,148327,NT_004487.19
153946745	153950451	-	best	JTB,10899,NT_004487.19
153954127	153958806	-	best	RAB13,5872,NT_004487.19
153963239	153964631	+	best	RPS27,6232,NT_004487.19
153965166	154127592	-	best	NUP210L,91181,NT_004487.19
153968108	153968439	+	best	RPL34P5,100270995,NT_004487.19
154051898	154052441	+	best	RPS7P2,100270868,NT_004487.19
154127780	154164609	-	best	TPM3,7170,NT_004487.19
154166141	154166219	-	external external N	MIR190B,100126346,NT_004487.19
154171848	154178809	-	best	C1orf189,388701,NT_004487.19
154179183	154193273	-	best	C1orf43,25912,NT_004487.19
154192655	154243329	+	best	UBAP2L,9898,NT_004487.19
154245039	154248351	+	best	HAX1,10456,NT_004487.19
154293592	154297801	+	best	AQP10,89872,NT_004487.19
154298036	154323780	+	best	ATP8B2,57198,NT_004487.19
154311220	154311278	+	best	RNU7-57P,100151652,NT_004487.19
154350428	154350594	-	best	MRPS33P1,148330,NT_004487.19
154350602	154351645	-	best	RPSAP17,100270873,NT_004487.19
154377669	154440188	+	best	IL6R,3570,NT_004487.19
154451957	154474589	-	best	SHE,126669,NT_004487.19
154474695	154520623	+	best	TDRD10,126668,NT_004487.19
154521051	154531120	-	best	UBE2Q1,55585,NT_004487.19
154540257	154552354	+	best	CHRNB2,1141,NT_004487.19
154554533	154600437	-	best	ADAR,103,NT_004487.19
154679902	154842754	-	best	KCNN3,3782,NT_004487.19
154897208	154909484	-	best	PMVK,10654,NT_004487.19
154915184	154918584	+	mRNA identical N	LOC100289369,100289369,NT_004487.19
154916556	154928567	-	best	PBXIP1,57326,NT_004487.19
154929502	154934258	-	best	PYGO2,90780,NT_004487.19
154934774	154946959	-	best	SHC1,6464,NT_004487.19
154947118	154951725	+	best	CKS1B,1163,NT_004487.19
154955817	154965587	+	best	FLAD1,80308,NT_004487.19
154966062	154966791	+	best	LENEP,55891,NT_004487.19
154975112	154990999	+	best	ZBTB7B,51043,NT_004487.19
154991003	155006257	-	best	DCST2,127579,NT_004487.19
155006300	155023406	+	best	DCST1,149095,NT_004487.19
155023762	155035252	+	best	ADAM15,8751,NT_004487.19
155036213	155042029	+	best	EFNA4,1945,NT_004487.19
155051348	155060014	+	best	EFNA3,1944,NT_004487.19
155100349	155107386	+	best	EFNA1,1942,NT_004487.19
155108288	155111334	+	best	RAG1AP1,55974,NT_004487.19
155112367	155112996	-	best	DPM3,54344,NT_004487.19
155120302	155121809	+	protein identical N	LOC648822,648822,NT_004487.19
155141884	155145804	-	best	KRTCAP2,200185,NT_004487.19
155146360	155157445	+	best	TRIM46,80128,NT_004487.19
155158300	155162700	-	best	MUC1,4582,NT_004487.19
155164968	155165063	+	external external N	MIR92B,693235,NT_004487.19
155165379	155177690	-	best	THBS3,7059,NT_004487.19
155167951	155175279	+	mRNA identical N	LOC100129268,100129268,NT_004487.19
155178490	155183625	+	best	MTX1,4580,NT_004487.19
155183616	155197325	-	best	GBAP,2630,NT_004487.19
155200767	155204227	+	best	MTX1P,4581,NT_004487.19
155204243	155214488	-	best	GBA,2629,NT_004487.19
155216996	155225274	-	best	C1orf2,10712,NT_004487.19
155225770	155232195	-	best	SCAMP3,10067,NT_004487.19
155232659	155243281	-	best	CLK2,1196,NT_004487.19
155247217	155252314	-	mRNA identical N	LOC100287150,100287150,NT_004487.19
155247374	155259638	+	best	HCN3,57657,NT_004487.19
155259084	155271225	-	best	PKLR,5313,NT_004487.19
155278539	155290457	+	best	FDPS,2224,NT_004487.19
155290251	155293938	-	best	C1orf104,284618,NT_004487.19
155290640	155300909	+	best	RUSC1,23623,NT_004487.19
155294310	155296469	-	mRNA identical N	LOC100289439,100289439,NT_004487.19
155305052	155532324	-	best	ASH1L,55870,NT_004487.19
155316141	155316236	-	external external N	MIR555,693140,NT_004487.19
155402931	155404295	+	best	POU5F1P4,645682,NT_004487.19
155531772	155533735	+	best	LOC645676,645676,NT_004487.19
155535838	155536097	-	protein  	LOC100287181,100287181,NT_004487.19
155560315	155561053	-	mRNA  	LOC284620,284620,NT_004487.19
155568604	155571988	+	best	MRPS29P1,359804,NT_004487.19
155580007	155584758	+	best	MSTO1,55154,NT_004487.19
155629233	155658791	-	best	YY1AP1,55249,NT_004487.19
155658874	155708320	+	best	DAP3,7818,NT_004487.19
155715609	155721369	+	best	MSTO2P,100129405,NT_004487.19
155719510	155826972	-	best	GON4L,54856,NT_004487.19
155815298	155815882	+	mRNA identical N	LOC100132108,100132108,NT_004487.19
155829290	155854990	+	best	SYT11,23208,NT_004487.19
155867601	155881177	-	best	RIT1,6016,NT_004487.19
155882836	155904188	-	best	KIAA0907,22889,NT_004487.19
155889700	155889833	-	best	SNORA42,677823,NT_004487.19
155895749	155895877	-	best	SCARNA4,677771,NT_004487.19
155911480	155912625	+	best	RXFP4,339403,NT_004487.19
155916642	155921073	+	mRNA identical N	LOC100289466,100289466,NT_004487.19
155916645	155947951	-	best	ARHGEF2,9181,NT_004487.19
155978839	155990758	-	best	SSR2,6746,NT_004487.19
156005092	156023516	-	best	UBQLN4,56893,NT_004487.19
156024517	156028301	+	best	ROBLD3,28956,NT_004487.19
156030966	156040295	+	best	RAB25,57111,NT_004487.19
156041804	156051789	-	best	MEX3A,92312,NT_004487.19
156076508	156085070	-	mRNA identical N	LOC100287276,100287276,NT_004487.19
156084461	156109878	+	best	LMNA,4000,NT_004487.19
156123388	156147535	+	best	SEMA4A,64218,NT_004487.19
156163730	156182587	+	best	SLC25A44,9673,NT_004487.19
156182784	156209833	+	best	PMF1,11243,NT_004487.19
156211951	156213112	+	best	BGLAP,632,NT_004487.19
156213207	156217843	-	best	PAQR6,79957,NT_004487.19
156215422	156218279	+	mRNA identical N	LOC100289503,100289503,NT_004487.19
156219015	156252620	-	best	SMG5,23381,NT_004487.19
156252704	156262234	+	best	TMEM79,84283,NT_004487.19
156252730	156255648	-	mRNA identical N	LOC100289532,100289532,NT_004487.19
156262484	156265449	-	best	C1orf85,112770,NT_004487.19
156268415	156269090	-	best	VHLL,391104,NT_004487.19
156278752	156308195	-	best	CCT3,7203,NT_004487.19
156307105	156316786	+	best	C1orf182,128229,NT_004487.19
156339003	156355011	+	best	RHBG,57127,NT_004487.19
156374055	156399184	-	best	C1orf61,10485,NT_004487.19
156390133	156390221	-	external external N	MIR9-1,407046,NT_004487.19
156433519	156470529	-	best	MEF2D,4209,NT_004487.19
156495197	156542396	-	best	IQGAP3,128239,NT_004487.19
156552019	156556902	+	best	TTC24,164118,NT_004487.19
156561558	156564091	+	best	APOA1BP,128240,NT_004487.19
156564279	156571270	-	best	GPATCH4,54865,NT_004487.19
156589086	156595517	+	best	HAPLN2,60484,NT_004487.19
156594933	156597096	-	mRNA identical N	LOC100289565,100289565,NT_004487.19
156611740	156629320	+	best	BCAN,63827,NT_004487.19
156638555	156647189	-	best	NES,10763,NT_004487.19
156669403	156675375	-	best	CRABP2,1382,NT_004487.19
156692413	156697705	-	best	ISG20L2,81875,NT_004487.19
156698263	156706752	+	best	C1orf66,51093,NT_004487.19
156707094	156710923	-	best	MRPL24,79590,NT_004487.19
156711899	156722240	-	best	HDGF,3068,NT_004487.19
156737274	156770609	+	best	PRCC,5546,NT_004487.19
156776035	156786602	-	best	SH2D2A,9047,NT_004487.19
156785542	156851642	+	best	NTRK1,4914,NT_004487.19
156810665	156828666	-	best	INSRR,3645,NT_004487.19
156863523	156886226	+	best	PEAR1,375033,NT_004487.19
156890424	156902880	+	best	C1orf92,149499,NT_004487.19
156904632	157015162	-	best	ARHGEF11,9826,NT_004487.19
156905923	156906036	-	external external N	MIR765,768220,NT_004487.19
157028702	157030596	-	best	LOC246784,246784,NT_004487.19
157040296	157044598	+	mRNA  	LOC149501,149501,NT_004487.19
157061836	157069600	-	best	ETV3L,440695,NT_004487.19
157094459	157108383	-	best	ETV3,2117,NT_004487.19
157098154	157098463	+	best	CYCSP52,360155,NT_004487.19
157483167	157522310	-	best	FCRL5,83416,NT_004487.19
157543539	157567870	-	best	FCRL4,83417,NT_004487.19
157647978	157670647	-	best	FCRL3,115352,NT_004487.19
157678786	157681275	+	best	SONP1,148300,NT_004487.19
157694039	157694811	-	protein  	LOC391106,391106,NT_004487.19
157715526	157746909	-	best	FCRL2,79368,NT_004487.19
157764651	157789891	-	best	FCRL1,115350,NT_004487.19
